x, y
0.090078322,1.489781991
0.080026107,1.523160773
0.060182761,1.551771145
0.050391639,1.575613015
0.040208878,1.575613015
0.03028721,1.547002734
0.019973893,1.389645735
0.010835512,0.97002716
0.005744127,0.326294204
0.010313317,-0.503405943
0.020104439,-1.132833941
0.030156654,-1.285422348
0.050130546,-1.261580386
0.070234985,-1.185286183
0.085770234,-1.118528618
