x, y
0.10212765957446808, 1.2230169050715216
0.0983729662077597, 1.230819126719461
0.09236545682102629, 1.258127378704334
0.08500625782227784, 1.2776332304598608
0.07884856070087609, 1.2932379713914175
0.07193992490613267, 1.3049414824447334
0.06413016270337922, 1.3283483854970943
0.05617021276595745, 1.347854237252621
0.04685857321652065, 1.3751625487646293
0.03919899874843554, 1.3907672301690508
0.03214017521902378, 1.3790636595885992
0.02688360450563204, 1.3517555266579975
0.02192740926157697, 1.3010403120936282
0.01772215269086358, 1.1879063719115734
0.015018782633565394, 1.0786736020806242
0.012765966613540363, 0.9265279583875161
0.01081351689612015, 0.7977893368010402
0.00916145181476846, 0.641742522756827
0.007959949937421777, 0.4700909082539215
0.006458072590738423, 0.29843953185955785
0.005556946182728411, 0.1267880364109233
0.005406758448060075, -0.07607282184655384
0.0061576971214017525, -0.27113133940182044
0.007809762202753442, -0.42327698309492856
0.008710888610763454, -0.5676205241943677
0.010663329161451815, -0.782184893505161
0.01246558197747184, -0.9382317075493741
0.016220275344180225, -1.1176853055916776
0.01967459324155194, -1.242522756827048
0.023729662077596997, -1.3166449934980493
0.02853567875371558, -1.3712613784135241
0.03574468085106383, -1.394668400520156
0.04280351354720745, -1.38296488946684
0.04956196160728254, -1.359557867360208
0.05692115143929913, -1.3400520156046813
0.06277847309136421, -1.336150845253576
0.07028785982478097, -1.3166449934980493
0.07734668335419274, -1.301040312093628
0.08560700876095119, -1.2737321196358908
0.09251564455569462, -1.2542262678803642
0.09912390488110137, -1.2308194838822741
0.10227784730913642, -1.2269180754226268
